Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
09.07.2021;00:00;00:00;103.646,5;53.765,25;11.621;164.637,25;124.456,75;3.312;165.256;276.520,5;154.080,5;157.634;19.520,75;29.034
10.07.2021;00:00;00:00;103.878,25;52.174;18.211,5;111.922,25;245.066;3.322;187.619,75;270.133;100.386,25;72.142,25;15.695,75;29.333,5
11.07.2021;00:00;00:00;103.213;53.055,75;13.718;80.899;187.623,5;3.329,5;189.602,5;269.454;85.281;72.799,25;14.773,75;29.230,25
12.07.2021;00:00;00:00;103.229,5;54.154,25;36.140,5;77.586,75;243.823,25;3.326;188.029,25;274.269,25;151.971,25;133.166,5;20.077,75;29.067
13.07.2021;00:00;00:00;102.253,25;54.257,25;13.679,5;91.519;152.314;3.337;188.648,5;275.953,5;179.592,75;156.627,5;19.515,75;29.410
14.07.2021;00:00;00:00;101.711,75;52.743,5;44.274,25;151.161,25;129.028,5;3.347,75;188.865,75;263.770;162.266;144.425,75;30.370,25;35.908,25
15.07.2021;00:00;00:00;102.024;52.657,5;110.025,25;74.331,25;183.740;3.351;189.715,25;195.506,75;165.257,5;161.286,25;17.933,5;35.081,75
16.07.2021;00:00;00:00;101.828,75;54.944;73.849,75;110.678,75;206.712,5;3.338,25;189.148,75;224.020,25;137.928;124.808,25;21.958;34.708
17.07.2021;00:00;00:00;101.081,25;54.239,5;48.993,75;252.433,75;174.923,25;3.323,75;183.636,75;178.887,75;40.376,5;57.560,5;26.291;33.804,25
18.07.2021;00:00;00:00;101.250,75;36.871,5;49.533;216.947,5;265.158,75;3.251,25;179.483,75;134.375,25;36.385,5;53.635,5;18.051,25;32.877
19.07.2021;00:00;00:00;102.023;40.366,5;40.758,75;126.910,75;221.219,5;3.239,5;188.296;216.422,25;113.156,25;111.020,5;24.967;33.724,5
20.07.2021;00:00;00:00;102.217,75;46.304,25;30.301,5;69.021,5;236.777,5;3.249,25;189.857,5;215.924,75;146.805,5;136.637;21.609,75;34.669,75
21.07.2021;00:00;00:00;102.313;54.269;19.315,75;55.844;230.699;3.262,25;189.946;221.102,5;151.371;144.260;19.659,75;35.060,25
22.07.2021;00:00;00:00;103.114;56.750,5;15.225,25;35.685,75;236.466,25;3.309,75;189.245,75;219.489,5;162.770,25;157.128,75;22.187,25;36.559
23.07.2021;00:00;00:00;103.885,75;57.384,75;9.355,5;29.203,5;254.123,75;3.286,25;189.267,5;233.111,5;148.812,75;150.021,5;19.458;35.538,75
24.07.2021;00:00;00:00;103.510,25;55.798;33.656,75;154.464;201.956,75;3.278,75;188.530;235.563,75;58.256,5;66.171,75;15.814,5;36.449,25
25.07.2021;00:00;00:00;102.431;55.327,5;59.036;120.919;199.292,5;3.285,5;186.036;218.607;50.063,75;63.992,25;9.468;35.691,25
26.07.2021;00:00;00:00;102.101;55.623,25;5.543;77.399,5;208.273;3.345;188.955;278.087,25;132.457,75;131.328,5;22.127,75;35.959,25
27.07.2021;00:00;00:00;102.473,5;56.564,5;15.803,25;141.056,25;215.362,25;3.263,5;188.726;279.452,75;144.216,5;120.253,75;20.660;34.801
28.07.2021;00:00;00:00;102.742;56.341,25;81.722,25;254.246,5;166.315,5;3.256,5;187.993,75;263.781,75;73.624,5;79.907;17.032;35.716,75
29.07.2021;00:00;00:00;101.990,25;54.429,25;132.618,5;486.173;233.130,75;3.271,25;170.136,5;137.839,75;43.579;55.822,25;18.940,25;36.619,25
30.07.2021;00:00;00:00;103.088;54.788,75;70.627,75;272.700,5;265.974,25;3.282;180.082;191.856,75;46.124,75;65.651,25;28.139,25;35.629,25
31.07.2021;00:00;00:00;101.690,5;52.619,5;72.940;471.932,75;206.783,5;3.324,75;171.430,75;118.685,25;28.228,25;50.918,5;13.093,5;34.595,25
01.08.2021;00:00;00:00;103.358;54.685,75;56.695,75;145.762,25;151.677;3.208;186.211,25;166.061;27.797,75;52.496,75;10.843,25;34.559,25
02.08.2021;00:00;00:00;101.689;55.900,5;65.273,75;195.329,75;193.657,25;3.180;188.552,75;242.623,75;60.529,75;63.037,5;24.349,25;34.240,5
03.08.2021;00:00;00:00;102.242;56.261,25;6.676;46.127,25;176.434;3.140,75;190.559,25;277.800,25;139.353,5;91.756,25;21.981,75;34.910,5
04.08.2021;00:00;00:00;102.542,25;57.040;3.026;36.451,25;164.632,5;3.194;190.111,25;281.104,25;142.021,25;112.339;24.768;35.341,5
05.08.2021;00:00;00:00;102.346,5;51.726,25;26.892,25;71.280;179.219,25;3.195;189.994,5;283.594,5;120.062,25;93.093,5;17.933;35.680,25
06.08.2021;00:00;00:00;103.497,5;52.397,5;73.769,25;219.396,25;187.194,5;3.200;189.126,75;231.610,5;41.159,25;65.220;22.685;35.695,5
07.08.2021;00:00;00:00;103.589,75;55.963,75;52.055;185.144,75;166.883,75;3.345,5;188.702,5;181.281,5;36.006;60.453,25;21.018,25;36.085,75
08.08.2021;00:00;00:00;102.800;52.419,5;78.448,75;400.498;182.081;3.207,5;169.036,25;102.774,75;30.217,5;51.989,5;12.764;34.056
09.08.2021;00:00;00:00;103.669,5;53.624;83.836,75;266.843,5;216.405,75;3.455,5;185.787,5;206.131;37.060,25;63.667,25;23.637,75;36.012,5
10.08.2021;00:00;00:00;103.910,25;55.023,5;29.551,5;152.351,5;204.015;3.615;189.519,25;275.339,5;79.417,5;78.279,25;27.524,5;34.448,75
11.08.2021;00:00;00:00;103.981,5;56.257;13.235,5;45.859;236.052,5;3.606,75;189.187,75;279.799,25;101.553,5;91.583,5;23.363,75;35.095,5
12.08.2021;00:00;00:00;103.977,5;56.571,75;15.283,5;37.018;248.167;3.355,75;188.545,5;279.083,25;101.589,25;108.934;18.858;34.737,5
13.08.2021;00:00;00:00;103.060,25;56.323,75;70.089,25;138.821,5;229.401,25;3.149,5;187.153;275.221,75;104.401,5;71.069;20.850;33.849
14.08.2021;00:00;00:00;102.658;54.113;107.358,75;182.939,25;255.587,75;3.141;181.494,25;216.432;26.248,25;53.691,5;21.210,75;34.671,75
15.08.2021;00:00;00:00;102.610,25;52.007,5;59.090,5;118.992,25;224.943,25;3.114,5;184.930;217.232;25.768,75;60.419,5;10.952,25;34.939,25
16.08.2021;00:00;00:00;101.740,25;51.669,5;99.595;491.461,5;131.842;3.174,75;186.683,25;235.039,25;34.958,5;65.419,75;16.793;34.941,25
17.08.2021;00:00;00:00;102.664,5;50.009,25;101.534,5;600.991,5;147.958,25;3.230,5;169.689,5;199.687,75;36.591,75;62.530,75;18.842;34.669,25
18.08.2021;00:00;00:00;103.548,5;54.158,25;130.551,5;399.843,75;117.913,5;3.379,75;183.469;243.423,5;49.069,25;72.874,25;17.473,5;35.062,5
19.08.2021;00:00;00:00;103.273,5;56.176,75;70.339,5;246.969,75;112.671;3.258;188.453,25;262.675;141.259,5;88.070;19.219,75;34.016,75
20.08.2021;00:00;00:00;104.069;55.121,5;9.028;68.802;170.844,25;3.248,5;188.715,5;273.531,5;187.614,5;83.449;27.736,25;34.864,5
21.08.2021;00:00;00:00;103.821,5;53.574,75;3.741,25;25.986,5;223.690,25;3.241,5;188.509,75;254.524;110.761,25;67.848,25;17.267,75;35.257
22.08.2021;00:00;00:00;103.028,75;49.975;55.005;171.734,25;108.415,75;3.247,75;187.985,5;247.322,5;56.100,5;57.771;14.277,25;34.736,25
23.08.2021;00:00;00:00;103.618,75;54.175;36.618,75;236.442,5;132.314;3.278,25;188.815,75;266.824;146.083;83.172,5;20.652,25;30.187,75
24.08.2021;00:00;00:00;104.008,25;54.429;9.554;174.650,75;181.710,25;3.305,75;188.851;265.891,75;174.780;80.396,75;24.972,25;27.884
25.08.2021;00:00;00:00;104.246,25;51.840,75;94.095,75;248.548;221.137;3.318,75;185.986,25;258.204,75;103.797;65.596,25;18.991,75;35.616,25
26.08.2021;00:00;00:00;104.098,5;52.064,25;102.141,5;286.207,75;133.605,75;3.294,75;188.442;258.980,75;118.762,75;80.352,75;24.714,25;34.231,5
27.08.2021;00:00;00:00;104.842;51.581,5;130.007,75;239.556,5;129.142,25;3.364,5;188.268,25;255.076,5;125.830,25;86.491;22.083,75;34.359
28.08.2021;00:00;00:00;104.650,25;48.870,5;126.797,25;145.920;118.211;3.544,25;190.130,25;234.097,25;60.505;60.295,5;14.792,5;35.135,75
29.08.2021;00:00;00:00;104.844;50.082,75;95.806,5;167.441,25;75.274,5;3.613;190.360,25;250.508,25;64.067;59.582,5;10.827,5;34.535,25
30.08.2021;00:00;00:00;104.328,75;52.111,75;49.638;224.219,5;107.973,75;3.661,25;189.716,5;266.969,75;169.206,5;87.397,25;26.873,25;35.070
31.08.2021;00:00;00:00;104.794,75;51.565,25;50.875;190.679;149.440,25;3.738,5;189.844,25;256.289,5;214.601,25;108.198,5;19.603,25;35.679,5
01.09.2021;00:00;00:00;104.922,25;50.855,25;16.935,5;97.442,25;199.173,5;3.755;190.149,5;264.002;218.010,5;127.284,5;22.864,25;32.660,5
02.09.2021;00:00;00:00;104.840,25;51.675,75;6.251,75;71.598,5;225.252;3.655,75;189.725,5;261.267;222.366;125.901,25;25.524,25;31.877
03.09.2021;00:00;00:00;105.316,25;52.087,75;28.065,5;101.479,25;246.090,5;3.437;187.422;256.272,75;211.348,5;96.139,25;24.996,5;26.203,5
04.09.2021;00:00;00:00;104.146;48.992,5;18.568;50.376,75;208.850,25;3.233,75;189.391;262.085,25;169.405,5;63.757;18.448;30.421,75
05.09.2021;00:00;00:00;104.918;46.335,25;30.680,25;87.018,5;224.750,25;3.256,75;185.770,5;255.651,25;102.745;61.397,25;11.494;30.651
06.09.2021;00:00;00:00;104.192,5;46.818,5;1.552;29.483,25;225.368,75;3.268;189.409,5;267.879,25;244.339,5;124.415,5;30.877,5;30.823
07.09.2021;00:00;00:00;104.711;47.703;5.744,75;21.427,25;196.576;3.232;190.103,5;278.799,75;252.595,5;140.080,75;30.602;31.197,5
08.09.2021;00:00;00:00;104.126,5;44.014,25;15.581,5;96.330;236.196,5;3.246,25;189.518,25;276.512,75;248.843;136.646,75;22.937,25;27.368,75
09.09.2021;00:00;00:00;103.016,75;43.093;18.203,75;111.689,25;212.998;3.214;189.111,5;276.515,25;255.796,25;148.597,5;29.691,75;28.687,25
10.09.2021;00:00;00:00;103.334,5;43.509,25;9.608,75;80.224,75;169.315,25;3.196,25;188.569,75;296.706,75;275.707,25;151.643,25;24.762;28.692
11.09.2021;00:00;00:00;103.820,25;40.165,25;46.763,75;109.839,5;125.734;3.161,75;188.974,75;301.248,5;227.165,5;80.663;13.417,5;28.145,75
12.09.2021;00:00;00:00;103.688;37.637,5;67.533;116.020,25;167.350;3.145,5;189.279,75;288.934;141.256,75;72.647,5;10.876;27.978,5
13.09.2021;00:00;00:00;104.020;38.767,5;29.172,75;55.145,75;175.893,25;3.193;189.806,25;334.810;242.935,75;124.049,25;34.175,25;29.024,25
14.09.2021;00:00;00:00;103.931,5;40.675,5;15.690,75;82.522,75;199.011,5;3.222,5;189.668,75;304.228,75;252.211;137.721;27.655,75;28.850,75
15.09.2021;00:00;00:00;103.674,5;40.940,75;55.296;161.178,5;73.179,25;3.230,25;188.920,25;308.290,25;242.427;146.744;20.354,5;29.194,75
16.09.2021;00:00;00:00;104.378;41.667,5;107.026,25;241.118,25;88.669;3.247,5;189.371,5;312.214,75;238.949,75;152.455,25;22.747,25;28.889,5
17.09.2021;00:00;00:00;105.386,75;43.677,75;21.925,25;144.030,25;106.347,25;3.296,75;190.632,5;303.266,75;262.882,25;135.506,5;21.145,25;30.182,75
18.09.2021;00:00;00:00;104.669,5;40.536,25;28.486,25;80.689,5;144.606;3.311;190.893,25;301.025,5;227.467,5;68.184;14.549,25;32.007
19.09.2021;00:00;00:00;105.043,25;37.360,75;89.196,25;123.565;111.694,5;3.238;188.324,75;314.928,25;133.955,5;61.131;14.628,25;31.380,25
20.09.2021;00:00;00:00;105.651;40.281,25;17.267,25;50.631;96.021;3.240;191.933,5;310.596,75;250.969;139.128;25.720;32.663
21.09.2021;00:00;00:00;106.099;38.200,25;57.280,75;117.450,25;124.902,5;3.828;191.807;299.293,25;276.417,5;116.299;21.944;33.162,25
22.09.2021;00:00;00:00;106.528,75;36.055,5;60.595,75;145.270,25;152.752;3.738,5;191.462,5;322.205,75;248.162,75;108.285;28.582,25;33.841,75
23.09.2021;00:00;00:00;104.487;34.076;73.634,25;562.777,5;175.178,5;3.606,5;182.699,75;243.419,5;111.207,75;66.258,25;17.471,5;31.616,25
24.09.2021;00:00;00:00;104.878;33.245;106.694,5;387.040;120.659,25;3.680;177.923;259.208;164.284,75;82.800,5;30.724;33.223,5
25.09.2021;00:00;00:00;105.405,25;31.080;30.413;131.406,25;156.094;3.793;155.276,25;276.621,75;208.794,5;86.680,75;26.239,5;32.861,5
26.09.2021;00:00;00:00;104.449,5;29.049,25;26.818,5;101.880;139.384,5;3.567,5;156.147;308.383,25;171.989,75;68.616,5;13.924,5;33.205,25
27.09.2021;00:00;00:00;103.860,75;32.344,25;83.179;160.819,25;113.788,25;3.574,25;154.834,5;331.705;237.147,5;108.919,25;24.533;34.714,75
28.09.2021;00:00;00:00;104.653,25;33.094,75;45.092;89.852,5;122.709,75;3.843;157.269,75;331.859;268.005,75;125.049,25;31.697,25;34.371,25
29.09.2021;00:00;00:00;105.346,75;33.033,5;113.916;346.008;96.835,5;3.858,75;155.073;315.453,5;195.571,75;75.602,75;22.355,5;34.300,75
30.09.2021;00:00;00:00;104.859;32.569;129.004,25;495.461,75;167.429,25;3.850;147.674;264.046,5;137.122,5;79.620,75;25.528,75;34.563,25
01.10.2021;00:00;00:00;106.597,25;31.038;139.517,25;428.035,5;186.482,75;4.038;140.900,5;253.069,25;114.925,5;84.136,75;28.464,25;34.329
02.10.2021;00:00;00:00;106.780;28.024;78.451,75;324.450,25;143.919,25;4.027,5;146.056,5;253.105,5;73.066,5;64.796,25;20.670;34.414,5
03.10.2021;00:00;00:00;104.930,5;27.102;105.001,75;616.457,75;89.639,5;3.605;129.772;139.349;32.416;67.295;11.347,5;33.667,75
04.10.2021;00:00;00:00;106.048,75;28.244;127.775,25;212.608,25;65.026,5;4.114,5;148.503;291.849,25;171.531,75;110.489,5;33.886,25;34.127
05.10.2021;00:00;00:00;106.754,5;30.147,75;128.226,75;230.477,25;62.151,25;4.211,25;157.979,5;304.249,5;175.216,5;85.088,25;25.961;34.105,25
06.10.2021;00:00;00:00;106.655,75;35.775;48.737,25;307.569;96.815;4.230;157.105;295.414,5;172.867,75;96.209;15.571;34.373,5
07.10.2021;00:00;00:00;107.897,75;35.677;6.567,25;28.770,25;119.808,25;4.378,75;158.351,75;310.659;273.204,75;174.347,25;22.515,75;38.355,25
08.10.2021;00:00;00:00;107.663,5;32.515,75;8.793,25;143.584,5;126.476,25;4.390,25;158.237,5;309.528,5;255.445,75;143.862,75;22.871,25;33.070,75
09.10.2021;00:00;00:00;107.284,25;29.946,25;28.564,5;219.632,5;186.816,5;4.329,25;156.211,5;295.168,5;128.632,25;72.045,75;16.468;27.323,75
10.10.2021;00:00;00:00;106.429,75;27.937,5;30.015,25;107.070,25;179.669;4.295,5;156.518,5;325.504,75;119.112;70.026,5;20.823,75;26.659
11.10.2021;00:00;00:00;105.839;28.218;121.699,25;229.885,25;113.316,75;4.330,5;154.671,5;338.803,25;204.577;103.748;21.037,5;32.210,25
12.10.2021;00:00;00:00;106.620,75;29.474,75;117.320,75;274.209,5;69.232,5;4.217,25;157.307,25;335.425,25;239.169,25;125.109,5;17.196,75;40.372,25
13.10.2021;00:00;00:00;106.864;30.851,25;78.192,5;149.302,75;112.091,75;4.271,75;159.185;337.322,25;288.914,75;152.457,25;14.468,5;37.452,5
14.10.2021;00:00;00:00;108.647;30.003,75;118.053;320.181,25;60.244;4.301,5;180.309;323.878,75;244.755,25;121.753,75;14.725,75;35.909,5
15.10.2021;00:00;00:00;108.832,25;29.314,5;132.086,5;432.049,5;106.410,75;4.167;185.193,75;301.287;141.023,25;98.526,25;21.477,25;35.583
16.10.2021;00:00;00:00;108.852,5;29.978,25;82.871,75;124.629,25;111.843,75;4.363,75;188.224,5;335.364,25;183.956,25;89.945;19.975,75;36.175
17.10.2021;00:00;00:00;108.453,75;26.608,5;69.218,5;136.105,5;83.534,75;4.059;190.010,25;347.319,75;166.891,5;76.940,25;18.135;35.446,5
18.10.2021;00:00;00:00;108.821,5;27.131,75;72.365,25;163.857,25;100.191;4.270,25;190.503,75;346.964,25;221.913,25;121.907,75;29.383,5;36.089,25
19.10.2021;00:00;00:00;108.445,5;27.862,5;119.737,5;397.884,25;47.194,5;4.070;187.836,5;322.383,5;182.709;110.100;23.977,5;34.679,25
20.10.2021;00:00;00:00;107.403,25;26.117,5;126.861,5;775.724,25;84.049,25;3.802,5;183.048,5;194.541;53.170;77.962,75;25.632,25;34.462,5
21.10.2021;00:00;00:00;106.074,5;26.155,25;115.447,25;812.258,5;79.476,75;3.844,75;167.080,75;196.675;49.583,75;80.714;31.896,5;29.554,75
22.10.2021;00:00;00:00;107.167;27.359,5;117.769;744.289,75;98.940,75;3.989,75;166.604;208.750;68.922,75;81.614;23.220,75;27.036,75
23.10.2021;00:00;00:00;109.584;27.255,5;87.492,5;288.481,75;107.401,5;4.323,5;183.015,5;285.616,75;121.977,25;105.855,5;31.774,25;33.591,25
24.10.2021;00:00;00:00;109.159,5;25.225;109.344;256.223;158.939,25;3.928;185.080,25;294.851;64.695,5;56.324;16.717,5;26.198
25.10.2021;00:00;00:00;110.245,75;25.450,5;98.348,75;248.993,75;106.224;4.316,25;188.727;308.772,5;190.135,25;149.565,25;33.410;33.609
26.10.2021;00:00;00:00;110.068;27.349,5;98.688,5;311.000,75;67.976,25;4.379,25;190.191;311.773,5;199.600,25;136.841,25;34.351,75;32.350,75
27.10.2021;00:00;00:00;110.015,5;27.850,5;124.442,25;378.540,5;71.831,25;4.279,25;184.941,5;301.032;175.905,25;110.984,75;34.204,25;35.484,25
28.10.2021;00:00;00:00;110.132;27.285,25;118.909,5;256.448;109.190,75;4.380,75;189.461;323.321,75;209.157;100.666,25;27.523,25;36.508,5
29.10.2021;00:00;00:00;110.684;24.335,5;113.899,75;381.825,5;102.173,5;4.228,75;184.984,75;290.449;165.421;85.055;30.884,75;32.649,25
30.10.2021;00:00;00:00;111.556,25;24.020,75;101.619,5;400.710,5;69.322;3.859,25;187.932,5;264.044,75;83.123,75;72.452,25;22.754,25;31.603,5
31.10.2021;00:00;00:00;114.392,5;22.833,5;97.230,5;433.133,75;104.900,25;3.859,25;186.903,5;205.219;56.391,5;56.826;10.114,5;28.554
01.11.2021;00:00;00:00;110.623;23.203,5;125.951,25;387.111,5;39.213,75;3.868,5;183.264,75;222.194,75;81.477,25;77.710;24.155,75;34.676,75
02.11.2021;00:00;00:00;112.022,75;28.937;36.306,25;118.677,75;63.796,5;4.128,5;192.235,5;277.711,25;260.192,5;180.446;33.944,25;35.657,75
03.11.2021;00:00;00:00;111.872,25;30.108;8.427,25;79.515,75;48.571;4.625,5;192.211,75;291.890,75;297.735,5;222.972,5;34.875,5;37.135,25
04.11.2021;00:00;00:00;111.719;29.983,5;37.044,5;316.927,25;21.414,5;4.701,25;187.539,25;294.856,5;265.377;178.513,75;22.066,25;35.813,75
05.11.2021;00:00;00:00;112.039;29.587,5;108.524,25;312.731,75;40.451,5;4.753,75;191.256,25;308.085,25;226.458,5;149.028;31.060;36.344
06.11.2021;00:00;00:00;110.670,75;27.004,75;130.478,5;481.721,75;65.326,25;4.073,75;181.520,5;243.216,5;112.773,25;83.041;20.253;33.408,25
07.11.2021;00:00;00:00;108.536,75;25.746;131.351,25;677.887,75;47.640,5;3.849,75;170.590;164.025;87.937,75;70.712,5;8.278,5;33.497,75
08.11.2021;00:00;00:00;111.346,5;25.685,75;68.687,75;234.495,25;59.248,75;4.706;184.560,25;311.351;223.141,75;190.298,75;32.986;36.175,75
09.11.2021;00:00;00:00;112.155,75;27.486,75;123.232,75;193.394,5;105.881,5;4.733,25;186.277,25;335.937,25;256.485,25;196.690;20.186;36.891
10.11.2021;00:00;00:00;112.519,25;27.884;64.538;109.991,25;72.784;5.091,25;192.496;343.728,5;266.068;216.902,5;34.389;36.265,25
11.11.2021;00:00;00:00;112.294;30.540,75;25.595;53.981,25;67.275,25;5.207,75;192.992;339.324,75;280.086,25;245.968,75;26.733,75;39.308,25
12.11.2021;00:00;00:00;112.731,75;27.114;98.544,5;152.980,75;38.163;5.149,5;190.739,75;330.674,75;274.504,25;211.717,5;24.188,25;39.216,5
13.11.2021;00:00;00:00;111.938,25;25.771,5;36.502,5;142.078,5;24.048,25;5.133,75;189.510,25;327.101,5;238.735,75;157.520,5;27.880,5;38.578,25
14.11.2021;00:00;00:00;110.170;26.190;48.021;101.950;25.552;5.220,25;191.616,5;329.611,25;235.109,25;130.498,25;13.261;37.651,5
15.11.2021;00:00;00:00;110.464,25;29.207,5;17.570,5;134.283,5;14.786,5;5.195,25;192.016,25;330.948;272.293;231.018,5;37.742,5;34.111,5
16.11.2021;00:00;00:00;109.679,75;30.960,5;10.348,25;25.159,25;12.112,75;5.218;192.520,25;334.998;290.731,25;252.637,75;35.709,25;33.480,5
17.11.2021;00:00;00:00;110.214,75;30.050,5;127.837,75;261.116,5;15.128;5.146;191.717,75;338.893,75;274.575,25;169.329,5;27.853,25;35.769
18.11.2021;00:00;00:00;110.064,5;28.201,75;129.207,75;564.299,5;35.585,25;4.852;185.084,25;313.170,75;195.147;101.232,5;23.126,5;38.659,25
19.11.2021;00:00;00:00;111.402,75;26.438;129.497,25;569.397;25.397,25;4.735,5;177.237;304.205,75;166.803;105.983,75;33.162,75;36.003
20.11.2021;00:00;00:00;110.891,25;25.197,5;136.760;377.571,5;19.745,5;4.447,25;182.789;327.043,5;141.049,5;90.782;22.279,25;36.766,75
21.11.2021;00:00;00:00;111.476,5;22.811,5;130.657,5;214.339,75;27.972,5;4.818;186.314,5;309.218;198.848,25;111.620,5;22.016,25;38.093,25
22.11.2021;00:00;00:00;111.942;24.801,75;72.047,5;219.467,25;43.309,75;5.172,5;191.883,75;296.367;258.455,25;211.135,5;25.865,25;38.879,75
23.11.2021;00:00;00:00;111.738;27.424;91.233,25;212.542,75;58.194,25;5.140;187.794,5;293.718,5;260.702,25;231.357,5;34.173,25;41.519
24.11.2021;00:00;00:00;111.585,25;28.203;87.035,25;121.848,75;32.171;5.183;190.859,75;314.258;321.246,25;267.225;35.918,25;42.525,75
25.11.2021;00:00;00:00;112.383;27.891,5;119.714,25;180.889;16.736,75;5.193;183.571,25;335.328,75;290.347;244.312;35.264,5;42.986,5
26.11.2021;00:00;00:00;112.656,75;24.916,5;109.423;315.855;19.851,25;5.065,5;185.250,5;353.399,25;265.807,5;179.929,25;24.111,5;42.275,25
27.11.2021;00:00;00:00;112.749,25;22.946,25;75.902,75;193.622,75;22.935,25;4.311,75;183.432,5;354.389,5;251.928,75;181.241,75;22.264,75;37.651,75
28.11.2021;00:00;00:00;112.158,5;23.393;84.262,25;69.421,5;23.460;4.391;182.198,75;352.968,75;256.165,25;151.878,75;21.344,75;38.143
29.11.2021;00:00;00:00;108.849;25.338;56.361,5;191.483,25;19.381,75;4.341;188.117;340.750,25;301.876;217.270,75;40.418,5;40.980,75
30.11.2021;00:00;00:00;109.416,75;25.390,25;112.205,25;769.090,25;8.109,25;4.190,5;174.103,5;282.139,75;160.403,75;118.473,75;31.685,5;37.486,25
01.12.2021;00:00;00:00;110.096,25;26.045;117.480;859.552,75;19.258;3.986,5;175.366,75;233.009;144.835,75;99.159;14.316,5;35.212,5
02.12.2021;00:00;00:00;110.915,75;29.627;87.159,75;411.177,75;31.891,5;4.479;181.998,25;284.725,75;243.377,75;189.042,25;40.310,25;38.421,25
03.12.2021;00:00;00:00;110.827;28.863,25;132.451,25;628.602,5;35.189,75;4.486,5;183.024,75;290.140,25;156.328,75;129.797,5;20.663;36.355
04.12.2021;00:00;00:00;112.170;28.243,25;49.903,75;241.331,5;11.984,5;4.477,25;185.460,25;295.792,5;197.949;160.308,25;30.006,5;36.732,75
05.12.2021;00:00;00:00;112.506,25;30.743;132.233,75;179.609,25;27.509,5;4.923;184.454,25;318.135,75;168.788,75;151.132,5;18.993;38.084,25
06.12.2021;00:00;00:00;112.194,25;30.515,5;130.369,5;154.270,75;23.194,25;5.300,25;184.829,5;352.358,5;243.130,25;226.028;30.568,5;40.613,5
07.12.2021;00:00;00:00;112.799,75;29.854;115.196,5;376.818,5;27.587;5.156;182.549,75;347.818,75;243.557,5;204.067,75;26.794,75;39.303,5
08.12.2021;00:00;00:00;112.303,75;28.719,75;141.833,75;427.367;13.777,5;4.980,5;178.916,25;335.472,75;209.769,75;171.387,5;22.238,25;38.546,5
09.12.2021;00:00;00:00;112.887,25;31.484,75;86.956;136.631,25;11.572,25;5.185,25;187.475,5;375.718,75;280.496,5;241.393,5;36.009,5;41.197,75
10.12.2021;00:00;00:00;113.415,25;31.103,5;52.768,5;130.380,75;20.810,75;5.174,5;184.360;352.949,25;263.877,75;231.244,5;31.216,75;40.037,5
11.12.2021;00:00;00:00;112.714,5;28.248,75;46.770;134.007,25;17.756,25;5.226,25;188.452;313.481,75;240.196,25;206.504,75;17.278,25;37.939,25
12.12.2021;00:00;00:00;111.549,5;26.658,5;86.135,25;367.253,5;16.080,75;4.952,5;185.252,75;302.319,75;168.254,25;111.551,5;17.423,25;36.525,25
13.12.2021;00:00;00:00;111.857,25;28.462;106.509,5;192.009;15.110,75;5.181,75;184.367;314.395,75;253.020,25;211.324;35.068,5;40.651,25
14.12.2021;00:00;00:00;111.486,75;33.609,75;64.261,75;183.922,75;14.253;5.156,5;187.068,75;326.302,25;264.469,25;221.984,25;36.621,5;39.087
15.12.2021;00:00;00:00;111.435;32.264,75;125.419;275.789,5;13.024,75;5.191,25;184.934;304.414;231.704,5;217.952;25.384,75;35.988,25
16.12.2021;00:00;00:00;112.839,5;30.180,75;34.337,25;180.569,75;17.820,25;5.103,5;187.996,5;312.171,5;250.071,75;240.661,25;26.336,25;38.076
