Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
22.01.2021;00:00;00:00;111.679;30.905;124.228,25;529.289,5;39.146,75;5.026,75;181.665,25;286.751,5;112.474,75;183.656,25;28.979,25;37.546,5
23.01.2021;00:00;00:00;112.104,75;32.970,75;60.408,5;182.811,75;23.204,75;5.350,5;193.863;380.840;119.145,75;166.723;21.049,75;37.649
24.01.2021;00:00;00:00;111.826,5;31.639;5.967,75;174.864,75;24.190,75;5.401,5;191.495,25;368.476,75;133.726,5;166.128,75;16.763,5;38.173,5
25.01.2021;00:00;00:00;111.837,25;32.472;28.213,75;115.485,75;26.106,75;5.414,25;195.081,25;380.234,5;242.969,75;258.944,5;33.976,5;38.749
26.01.2021;00:00;00:00;112.088,75;34.177,25;34.350;309.359,5;22.361,5;5.406,25;195.806,5;377.644;235.235,5;238.685,75;34.195;37.319
27.01.2021;00:00;00:00;111.137,5;35.758,75;70.127;263.704,5;22.728,25;5.433,25;195.732,25;383.429,75;222.326;237.172,5;30.019,75;37.222,75
28.01.2021;00:00;00:00;111.402,25;35.710;52.039;228.952,5;14.901,25;5.417,5;195.511,25;375.371,75;206.824,5;230.991,5;29.964,5;36.476,25
29.01.2021;00:00;00:00;112.219;39.343;148.180,75;412.200,75;29.530,75;5.383;193.793,25;362.361,75;98.843;157.111;22.657;37.362,5
30.01.2021;00:00;00:00;111.401;39.289;24.917,5;197.789,25;23.336,5;5.431,75;195.818,25;336.165,5;87.695,5;163.496,25;34.888,5;37.410,25
31.01.2021;00:00;00:00;112.580,75;35.531;32.065;162.115,25;42.574;5.477,25;196.095;332.547,5;84.610,5;135.629,25;14.690,25;36.674,25
01.02.2021;00:00;00:00;112.854;35.221;49.379,75;202.800,75;27.507;5.242;195.711,5;338.113,25;208.044,25;230.496,75;39.378;36.114
02.02.2021;00:00;00:00;111.950,75;36.246,5;34.889,25;203.028,75;23.072;5.019,25;195.015,25;337.352,5;201.962,5;242.782,25;28.193,75;35.105,75
03.02.2021;00:00;00:00;111.849,5;37.989,5;147.738,25;426.456;15.956;5.163;193.657,25;316.225,75;111.558,75;174.034,75;31.478;35.921,5
04.02.2021;00:00;00:00;109.730;37.564,75;134.666,75;243.598,75;62.250,25;5.212,25;178.682,75;324.271,5;154.716,75;209.312,75;32.279,25;36.136,75
05.02.2021;00:00;00:00;113.166,5;36.042,75;155.331;251.441,25;32.109,75;5.278,5;181.332,5;332.199;118.803;209.440,75;30.237,5;37.205,25
06.02.2021;00:00;00:00;111.901,75;36.122;132.743;575.143;21.887,75;5.310,25;187.326;162.272,25;67.771,25;123.507;16.883;36.424,5
07.02.2021;00:00;00:00;110.615,5;37.738,5;88.328,75;693.667,75;15.424,25;5.030,5;175.413,5;135.463,25;75.805;118.081,75;18.721,25;36.151
08.02.2021;00:00;00:00;110.932,75;43.072,75;126.317,75;394.633,5;20.765,75;5.309;188.627,5;316.373,5;151.537;213.853,75;33.246,25;38.094,25
09.02.2021;00:00;00:00;110.770,5;44.219,25;132.616,5;122.839,75;11.388,75;5.350;194.469,5;359.242,75;233.606,25;261.929,75;37.519,75;39.003,75
10.02.2021;00:00;00:00;110.509;43.886;87.845,75;135.430;14.218,5;5.356;196.086,25;369.778;231.657,75;275.600,5;37.178;38.745,25
11.02.2021;00:00;00:00;106.379,75;42.621,25;44.436,5;95.634,5;28.696,75;5.305,5;196.072;358.195,5;236.306;286.323,5;29.133,75;37.716
12.02.2021;00:00;00:00;111.919,75;41.184;69.424,25;227.648;47.864,25;5.357;196.144,25;325.515,75;216.522,25;284.256,75;23.469,5;38.432,5
13.02.2021;00:00;00:00;111.943,5;38.788;22.130;193.089,5;62.388,75;5.359,5;196.363;319.250,25;169.651,25;249.602,75;23.500,75;39.437,5
14.02.2021;00:00;00:00;111.753;36.525,75;112.618,25;266.929,75;73.440,5;5.381,5;195.684,75;286.692,5;101.909,25;181.836,25;9.917;39.857,5
15.02.2021;00:00;00:00;111.347,25;36.389,75;100.746;477.401,5;34.636,75;5.287,25;189.803,5;322.565,5;141.012,25;226.575;33.030;39.693,75
16.02.2021;00:00;00:00;111.183,75;38.767,75;93.296;296.763,75;40.187,25;5.285,25;192.232;347.121;126.344,25;229.811;27.495;34.173,5
17.02.2021;00:00;00:00;111.236;39.629,5;125.924,25;483.200,25;61.197,5;5.174,75;193.214,25;274.991,75;90.748,25;185.012,5;18.400;34.045,75
18.02.2021;00:00;00:00;110.545,75;38.416,75;142.444,25;427.532,5;96.277,75;5.255,75;190.210,25;253.569,5;84.186,75;177.193,5;23.361,75;35.604
19.02.2021;00:00;00:00;105.348,75;35.935,75;137.342,5;363.176,75;108.516,75;5.298,75;183.131,25;251.418;88.540,5;184.965;34.544,75;35.435,5
20.02.2021;00:00;00:00;104.167,5;34.588,5;139.227;357.954,75;139.123;5.162,25;189.495;135.419,25;44.302,5;106.346,5;12.028,25;33.784,25
21.02.2021;00:00;00:00;103.458,25;35.564,5;81.108,25;291.398,25;153.563,5;4.714,75;190.372;149.755,75;46.817,25;108.251,25;19.439,75;33.228,25
22.02.2021;00:00;00:00;103.306;33.730,75;94.207,25;245.592,25;127.226,25;5.145;193.839,5;244.480,75;91.101;204.706,5;22.563;34.685,25
23.02.2021;00:00;00:00;102.621;35.343,75;101.981,75;311.342,5;127.703;4.800,75;192.741,25;228.753,25;70.789;174.810;25.207,75;35.103,5
24.02.2021;00:00;00:00;106.472,5;35.895,75;149.448,75;367.777;146.141,5;4.272;186.752,25;221.716,5;48.385,75;124.653,5;30.522,75;34.276,25
25.02.2021;00:00;00:00;111.835,25;36.621;114.372;263.569,5;156.666,75;4.309,25;189.769,75;245.925,25;66.964,5;161.004,25;31.375,75;34.514
26.02.2021;00:00;00:00;111.895;35.537,75;79.467;240.690,25;94.374,75;4.568,75;193.082,25;259.686,5;62.072;194.062,75;23.245,75;35.711,75
27.02.2021;00:00;00:00;111.578,5;36.366,25;30.268,25;161.323;100.804,75;5.126;194.573,25;242.357;49.265;166.838;16.086,5;37.541,25
28.02.2021;00:00;00:00;110.862,25;35.609,25;14.875,5;119.967;150.088;5.010;193.732,25;228.113;59.943;133.165,5;14.119,25;37.250
01.03.2021;00:00;00:00;110.799,75;33.624;9.046,75;83.569;143.103;5.227;194.836,5;329.002,5;110.599;227.057,25;34.738,75;37.783
02.03.2021;00:00;00:00;110.343,5;35.727,5;23.542,75;71.315;175.327,5;4.986,25;194.534,5;343.411,5;132.268,25;259.150,25;32.476,25;37.156,25
03.03.2021;00:00;00:00;111.234,25;36.804,75;13.352;132.628,75;121.499;4.758,25;194.430;348.764,75;164.728;252.498,25;31.688;37.398,5
04.03.2021;00:00;00:00;112.430,75;37.970,25;68.991,75;172.737,25;73.129,5;5.025;194.354,75;351.772;134.107,5;240.698,5;32.829,25;37.856,25
05.03.2021;00:00;00:00;113.142,25;37.391,5;34.355,5;151.067,5;114.733;5.221,75;195.211;345.686,25;109.547;245.658;22.165,5;37.965,75
06.03.2021;00:00;00:00;113.068;36.237,5;71.954,25;199.766;169.523;5.369,75;191.537,75;299.532,5;77.602,5;160.027;22.098,25;39.002,25
07.03.2021;00:00;00:00;111.748,25;33.015;90.472;274.259,25;136.511,5;5.395,5;191.752,5;282.200,5;70.115;151.692,75;10.926,75;37.815,25
08.03.2021;00:00;00:00;111.873,5;34.293,75;20.866;60.451,5;156.827,25;5.096,5;195.679,25;382.460,5;164.422;246.642;32.271,75;36.156,25
09.03.2021;00:00;00:00;110.971,25;36.409;20.939;73.088,25;112.880,25;5.382,25;195.689,5;368.210,75;219.850;272.516;28.019,75;37.486,75
10.03.2021;00:00;00:00;111.410,5;36.851,75;102.060;238.209,25;103.726,25;5.315,75;192.890;312.624;140.465,25;213.192,25;22.901,5;37.408
11.03.2021;00:00;00:00;107.667;34.078,25;124.590,25;885.085;63.773,25;4.944,25;182.048;96.444,5;72.138;103.352,5;28.331;36.869,25
12.03.2021;00:00;00:00;109.676,25;35.183;136.020,75;838.426;122.291,75;4.680,25;182.163,25;90.806;55.179;96.955,25;32.042,5;35.411,25
13.03.2021;00:00;00:00;109.475,25;33.375,75;141.131;854.822;71.317,5;4.180,75;161.571,5;85.015,25;46.521,75;79.497,25;16.647,25;34.648,25
14.03.2021;00:00;00:00;110.155,5;34.418,25;126.946;609.378,75;89.736;4.639,25;183.939;100.090;32.293,75;81.478,5;22.387,5;33.476,25
15.03.2021;00:00;00:00;110.648,25;35.032,5;123.895;520.830,25;82.656,25;5.334,5;189.292;203.674,5;83.246,75;123.477;26.685,25;28.597,5
16.03.2021;00:00;00:00;111.117;37.937,25;66.081,5;341.659,5;92.915,5;5.246,75;193.686,5;270.720,5;130.220,25;194.393,25;29.942,5;29.974,5
17.03.2021;00:00;00:00;111.841,5;38.281,25;52.542;104.949,25;90.715,75;5.424,25;195.513,5;290.397,75;167.253,5;234.507,75;25.835,25;36.982,5
18.03.2021;00:00;00:00;112.119,5;37.689,75;20.756;52.403,75;114.298,5;5.398,75;195.877,75;285.232;208.443;267.234,25;26.421,5;37.720,5
19.03.2021;00:00;00:00;112.486,5;37.560,25;35.280,5;227.675,25;111.739;5.376,5;192.770,75;273.567,5;134.508,5;210.059,25;32.171,5;38.953,5
20.03.2021;00:00;00:00;111.984,25;34.880;75.095,25;208.744,75;145.317;5.402,75;160.848,5;243.739,5;91.465;180.201,75;18.790,75;38.724
21.03.2021;00:00;00:00;108.529,25;32.360,25;112.348;542.290;75.996;5.300,5;152.694,5;174.397;69.593,25;135.207,5;7.032;37.077,75
22.03.2021;00:00;00:00;104.418,75;30.821,25;58.367,5;190.219,75;105.187,75;5.247,25;162.024;291.536,5;152.451,5;251.324,25;31.344,75;38.175
23.03.2021;00:00;00:00;104.452;32.964,25;53.052,5;112.307,5;79.369,75;5.276,75;162.312,25;325.667,5;191.371,5;282.769,5;22.556,75;38.688,5
24.03.2021;00:00;00:00;103.877,5;32.273,25;91.335,25;122.424,5;204.508,5;5.033;159.771,75;306.436,75;138.581,25;240.155;25.266,5;41.851,5
25.03.2021;00:00;00:00;104.003,5;32.749,75;48.735,75;82.193,25;186.551,75;4.767,5;162.089,25;322.354,25;170.872,5;241.058,75;27.441,25;41.276
26.03.2021;00:00;00:00;109.201,5;34.799,25;133.269;251.684,5;195.631,25;4.363,5;158.666,25;245.787,25;97.081,5;139.141;29.161,25;41.316,5
27.03.2021;00:00;00:00;110.896,25;35.097,25;115.522,25;610.483,25;131.798,25;4.398,75;146.940,75;124.983;34.760,25;92.824,25;26.101,25;34.305
28.03.2021;00:00;00:00;106.506,75;32.321;152.196,75;432.305,25;170.504;4.538,5;140.856,75;117.941,25;32.903,5;84.666,5;19.790;34.555,25
29.03.2021;00:00;00:00;110.462;33.790,5;144.099,75;434.233,25;208.343,5;4.585,25;157.427;163.093,75;61.898,25;119.421,25;31.576,25;37.063
30.03.2021;00:00;00:00;109.623,75;36.029;80.579,5;127.368;243.408,25;4.416;160.333;229.546,25;98.126,75;171.380,5;35.538;40.133,25
31.03.2021;00:00;00:00;109.245,5;38.020,25;9.320,5;41.008;239.851;4.403,25;160.326;239.417,25;110.299,75;209.816,5;25.568,25;36.883,75
01.04.2021;00:00;00:00;108.861,25;38.307,25;83.153,75;224.858,5;182.527,25;4.217;158.688;219.897,25;70.925,5;164.370,25;31.665,5;38.587,75
02.04.2021;00:00;00:00;110.006;39.139,25;112.136;319.657,75;168.097,75;4.367,5;156.239,25;142.033;34.236,5;90.500,75;25.252,5;36.459
03.04.2021;00:00;00:00;110.953,75;39.705;84.291,25;246.125,25;174.172;4.366,5;159.689,5;99.146;33.743,75;87.147;29.403;36.012
04.04.2021;00:00;00:00;111.117,75;35.939;89.447;225.005;194.190,5;4.190,75;159.764,75;95.780;38.691;81.776,25;32.044,25;34.099
05.04.2021;00:00;00:00;108.393,5;31.616,25;100.373,75;694.386,5;109.347,25;3.618;141.024,75;87.848;34.716,5;75.497;16.298,75;31.342,25
06.04.2021;00:00;00:00;110.024;35.221,25;136.150,5;544.807;133.011,25;3.991,5;158.049,5;148.500,75;67.464,25;131.574,25;44.491,75;36.194,25
07.04.2021;00:00;00:00;110.929,25;37.604,75;107.732;597.678;98.383,25;4.091,5;159.313;213.108,25;97.935,25;141.136,25;28.939,25;33.284,25
08.04.2021;00:00;00:00;112.111,25;35.335,25;100.740,25;459.404,75;140.754,75;3.977,75;158.955,5;227.787,25;118.901,25;170.697;37.945,5;35.382,25
09.04.2021;00:00;00:00;112.105,75;33.261,75;64.691,25;422.164;195.665,5;4.161,5;159.158,25;206.442,75;119.972,5;152.237,75;29.258,25;36.587,25
10.04.2021;00:00;00:00;111.551;35.423;19.593,5;144.755,75;122.369,25;4.247,5;159.694,75;249.060,5;93.488,5;194.071,25;20.542,5;37.855,25
11.04.2021;00:00;00:00;110.415,5;34.050,5;98.059,75;332.247,75;147.257,75;4.015,25;155.447;201.919,5;83.788,75;94.789,25;14.354,75;37.195,75
12.04.2021;00:00;00:00;110.134;36.927,25;70.264,5;229.425,25;119.883,25;4.278,75;155.297,25;311.592;166.825,5;232.582,5;26.690,75;38.515,5
13.04.2021;00:00;00:00;109.319,75;36.126,5;87.767,5;268.469,75;182.173,25;4.312,5;155.573,5;284.717,5;174.842,5;221.180,25;16.505,5;36.645
14.04.2021;00:00;00:00;110.133,25;36.317,25;31.258,5;142.595,25;179.992,25;4.291,25;156.425,25;309.032,25;199.102,5;248.540,5;24.664;35.695
15.04.2021;00:00;00:00;110.544;34.630,5;16.572;168.633,5;182.337,25;4.608,5;161.426,25;309.867,75;192.021,75;263.912;16.771,25;36.634
16.04.2021;00:00;00:00;111.486;32.779,5;34.836,5;185.421,5;158.826;4.298,5;186.999,5;310.262,75;166.066;246.080,5;19.788,25;35.501
17.04.2021;00:00;00:00;111.772,75;31.621;39.199;130.074,75;141.768;4.279,5;187.585,75;286.183,25;130.132;194.295;16.677;35.584,25
18.04.2021;00:00;00:00;110.671,5;30.055;15.183,75;63.611,75;114.796,5;4.194;188.543,5;300.311,75;125.902,25;206.017,25;12.937,75;35.648,25
19.04.2021;00:00;00:00;109.605,5;30.388,5;20.699,75;54.802,5;145.783;4.126,75;190.952,25;325.289,25;179.238;248.105;27.425;34.979
20.04.2021;00:00;00:00;108.875,25;31.821,75;7.538,5;55.292,75;219.126,25;4.008,5;187.597,25;317.276,5;189.625,75;248.912;18.815,25;36.657,25
21.04.2021;00:00;00:00;107.840;30.063,75;73.285;229.370,25;229.748;4.009,25;186.377,5;282.604,75;139.003,25;165.181,5;18.575;36.668
22.04.2021;00:00;00:00;108.374;30.758,75;83.979,75;412.916,75;228.605;4.300;183.051;192.318,25;120.635,75;127.762;21.133,75;36.023,25
23.04.2021;00:00;00:00;111.154,5;30.940,75;50.645,25;244.120,25;266.989,5;4.348;184.864;199.325,75;119.372;150.301,75;26.541,75;36.087,25
24.04.2021;00:00;00:00;111.098,75;29.611,5;50.289,5;165.842,25;260.341;4.250;185.424,5;183.995,25;56.405,5;111.775,5;20.552,25;34.509
25.04.2021;00:00;00:00;111.342,75;29.274,5;34.140,25;166.719,75;256.847,75;4.147,75;187.201,75;156.666,75;47.083,75;96.982,5;11.879,5;32.989,75
26.04.2021;00:00;00:00;111.817,25;29.604,25;5.527,75;120.584,5;280.600,5;4.382,5;186.203;267.232,75;108.446,5;168.474,75;24.999,75;34.495,75
27.04.2021;00:00;00:00;110.633,25;31.665,25;35.496,75;227.975,25;296.520;4.347,25;187.749;272.390;123.054,25;164.206,75;25.083;35.278,5
28.04.2021;00:00;00:00;110.644,75;33.404,75;37.842;199.956,25;263.027,75;4.156,75;185.288;279.353,25;138.502,25;161.605,5;24.190,25;35.716,25
29.04.2021;00:00;00:00;110.201,5;35.715,75;71.458,5;313.821,25;134.486,75;4.128,5;181.206;293.753,75;128.257,75;162.917;20.367;37.349
30.04.2021;00:00;00:00;110.973,75;38.254,75;13.510,5;109.673,75;135.781;4.300,75;181.753,25;312.828,75;154.374,5;204.062,25;30.435;37.485,5
01.05.2021;00:00;00:00;110.633,75;41.927,25;12.348,75;59.519,5;141.461;4.380;160.977,75;227.182,5;79.100;111.508,5;18.412,75;38.181,5
02.05.2021;00:00;00:00;109.735,75;44.226;66.507;247.148,25;127.058,75;4.488,25;158.537,75;181.339;63.383,75;96.643,5;8.723,25;37.543,25
03.05.2021;00:00;00:00;109.588,75;44.196;39.661,75;298.769,25;211.599,75;4.456,5;155.089;191.061;119.992,5;131.181,5;22.503,5;38.124,75
04.05.2021;00:00;00:00;107.404,75;41.611,75;84.603,75;839.649;136.431,5;3.876,75;151.406,5;103.254,25;69.775;87.757,5;21.593,75;35.272,75
05.05.2021;00:00;00:00;104.778;42.429,5;79.358,75;723.186,25;176.871,5;4.292,75;151.183,5;143.847;69.139;88.167,5;22.901,25;36.787,75
06.05.2021;00:00;00:00;111.234,25;46.008,5;46.304,5;309.619,5;146.070,25;4.454,25;152.834,5;213.863,75;149.015,75;174.796,75;25.578;37.471
07.05.2021;00:00;00:00;114.016,5;46.347,5;53.597,5;295.456,25;180.017,5;4.536,75;157.575;231.037,75;124.221,25;152.611,75;23.205,25;37.596,25
08.05.2021;00:00;00:00;114.357,75;43.827,75;50.966,75;242.387;245.621,75;4.419,75;158.455;146.012,5;51.672,25;91.003;21.092,25;37.509,5
09.05.2021;00:00;00:00;110.990,5;38.014;74.188,5;405.245;279.434,25;3.856,25;145.918,75;92.598,75;33.674;58.527,75;7.789,25;33.997,5
10.05.2021;00:00;00:00;110.414,5;43.630,5;61.243,75;321.427,75;209.831;3.710,5;154.289,5;172.747,75;81.613,5;106.385,5;23.461,5;35.771,5
11.05.2021;00:00;00:00;111.816,5;52.857,25;19.245,25;133.200;138.841,5;3.878,75;158.404;275.714,75;127.216,75;141.086;23.209,75;37.329,5
12.05.2021;00:00;00:00;113.013,5;55.732;13.991,75;148.685,5;101.504,5;4.154,75;159.890,5;268.067,25;112.218;141.141,5;19.673;38.224,25
13.05.2021;00:00;00:00;113.771,25;56.449,5;7.413,25;111.143;131.687,25;4.373,5;158.493,25;168.771,5;53.595,5;80.362,5;21.049,75;38.690,5
14.05.2021;00:00;00:00;113.983,75;54.655,75;15.172;122.725,25;180.572,75;4.357,5;159.985,5;172.462,25;64.319;91.580,25;20.199,25;39.077,5
15.05.2021;00:00;00:00;112.678;52.816,5;14.429,25;153.114;181.687,25;4.099,25;159.674;158.960,25;45.956;81.544,75;18.677,5;38.498,5
16.05.2021;00:00;00:00;109.807,5;48.344;5.661,75;187.544,5;198.062,75;3.925,25;157.201,75;124.938;66.981,75;68.487,5;11.816,25;36.663,75
17.05.2021;00:00;00:00;109.333,25;52.074,25;2.308;199.958,75;188.672,25;4.147;169.748,25;199.592;73.883,5;110.330,25;25.477;38.954,5
18.05.2021;00:00;00:00;109.263,25;53.619,75;8.074;163.795;180.323,5;4.324,5;191.430;231.009,5;96.448,25;111.611;25.219,75;37.201,25
19.05.2021;00:00;00:00;109.058;52.984;8.256,25;107.244,5;206.745;4.287,5;190.550,25;232.985;111.118,5;126.305,25;19.378,75;38.766
20.05.2021;00:00;00:00;111.346,5;53.111;24.510,75;136.449,25;214.256,75;4.044;189.805;214.289,25;101.113,25;122.362;25.232,75;37.263,25
21.05.2021;00:00;00:00;113.721,5;47.947,5;108.125,25;536.244,25;173.989,5;3.587,75;179.951,25;89.018;51.010,5;76.426,75;21.548,5;35.142,5
22.05.2021;00:00;00:00;113.072,75;43.540;106.380;601.971,75;197.700,25;3.598,75;177.485;81.742,75;36.108,25;51.651,5;18.159,5;31.694,25
23.05.2021;00:00;00:00;113.424,25;48.383;80.414,75;334.143,5;205.158,75;3.621,25;180.666,5;91.336,75;48.123,75;50.837,25;20.374,75;32.799,25
24.05.2021;00:00;00:00;113.524,25;49.099,5;66.013,5;359.138,75;200.387,25;3.564;184.603,5;106.122;48.699,25;57.394,5;20.266,25;30.565,25
25.05.2021;00:00;00:00;112.772,5;54.375;30.555;462.758,25;180.992,25;3.554,75;191.103,5;193.409,25;62.302,25;79.011,25;27.516,5;31.725,75
26.05.2021;00:00;00:00;113.395,75;54.427;80.659;450.824,5;143.780,25;3.577,5;182.423;226.709,75;82.776,5;91.686,75;23.941;31.158,5
27.05.2021;00:00;00:00;113.775,5;53.999;73.508,75;374.883,5;145.128,5;3.595;188.150,5;270.886,75;104.979,75;120.099,5;21.491,25;32.973,25
28.05.2021;00:00;00:00;114.500;55.341,25;22.569,75;126.662,75;214.807;3.601,75;189.570,5;286.746;110.386,75;144.737,25;18.167;32.740,5
29.05.2021;00:00;00:00;112.989;51.653,75;17.570,25;110.829,5;242.643,75;3.594,75;190.095,5;222.815;50.508;90.380;17.431,75;32.386,25
30.05.2021;00:00;00:00;108.400;46.803,75;5.554;116.659,25;301.760,75;3.588,75;182.286,25;143.447,25;46.172;79.391,75;11.060,5;32.895
31.05.2021;00:00;00:00;107.735,25;49.507,75;8.690;84.089;314.429,5;3.602,75;189.356;244.697,25;58.112,75;125.023,25;26.538,75;34.599,5
01.06.2021;00:00;00:00;106.847,75;50.241,5;20.187,75;107.219,75;300.207,25;3.490;189.035;247.048,25;59.955;126.645,25;27.779,5;34.484,5
02.06.2021;00:00;00:00;106.387,25;52.064,5;80.333,75;179.551,5;295.345,25;3.475,75;185.201,75;228.615,25;60.075,75;99.219;20.986,25;34.968,5
03.06.2021;00:00;00:00;105.057;54.128,25;54.217,25;207.944;250.515,25;3.427,5;180.640,25;224.518,25;65.812;92.765;24.388,75;35.085,75
04.06.2021;00:00;00:00;99.301,5;55.957;15.718,25;75.985;214.062,75;3.440;184.576,75;250.480;77.316,5;135.673,5;30.078,75;35.264,5
05.06.2021;00:00;00:00;103.504;58.406,25;17.890;90.295;189.139,25;3.435,25;185.526,25;250.225,5;48.104,5;92.688,5;21.242,5;35.060,5
06.06.2021;00:00;00:00;104.888;56.171,5;35.287,5;84.529;126.561;3.429,5;178.623;234.180,75;54.346,5;80.099,5;10.112,75;35.207,5
07.06.2021;00:00;00:00;104.850,5;57.290,25;8.535,25;61.244,5;189.733,75;3.380;181.148;288.633,25;102.409;185.867,75;28.500,25;35.509,75
08.06.2021;00:00;00:00;103.509,25;58.330,5;2.068,75;53.050,5;228.180,25;3.371,25;184.537;297.242,5;127.033,25;206.596;25.772,5;34.801
09.06.2021;00:00;00:00;102.384,5;56.409,75;2.515,25;30.560,5;252.898;3.381,25;184.524;294.030;126.658,5;195.684,75;23.772,25;34.387,75
10.06.2021;00:00;00:00;102.499,25;55.585,5;7.281;37.507,5;266.723,75;3.352,75;184.586;290.124,25;122.667,75;196.715,5;22.756,25;34.562,5
11.06.2021;00:00;00:00;104.725;57.251,25;41.502,25;62.253;280.636,75;3.360,25;166.497,25;270.576,75;117.679,25;162.570;26.482,75;36.413,5
12.06.2021;00:00;00:00;105.719;56.904,5;75.556;370.317;208.964,25;3.314,75;150.246;153.983,5;47.127,5;77.128,75;21.352;35.947,25
13.06.2021;00:00;00:00;107.059,5;55.817,25;58.319,75;229.177;282.783,75;3.328,5;145.753,25;128.884,5;40.753;63.219,25;19.620;35.649,75
14.06.2021;00:00;00:00;106.405,75;57.096,5;55.102,75;81.254;320.709,5;3.310;151.384,5;245.949,5;94.302,25;114.128,25;28.988,25;36.870,75
15.06.2021;00:00;00:00;106.477,25;56.492;8.918,75;50.531,5;280.640,75;3.253;156.263,5;297.726,75;134.610,5;171.046,25;26.477;37.051,25
16.06.2021;00:00;00:00;103.470,25;57.074,25;16.133,5;86.203,25;297.684;3.252,5;155.129,75;289.263,5;157.887,25;196.295,5;24.430,5;35.850,25
17.06.2021;00:00;00:00;94.281,5;55.445,5;49.704;198.171,5;301.099;3.187,75;151.602,25;280.632;137.059,25;167.662,5;25.720,75;36.068,25
18.06.2021;00:00;00:00;93.936,5;54.078,25;53.256;112.929,25;286.550,25;3.186,5;153.618,25;296.460,75;146.302,75;172.458,5;28.407,5;35.880,25
19.06.2021;00:00;00:00;95.366;52.944,5;41.805,5;129.386;275.922,5;3.184,5;152.145,5;269.558;76.785,75;107.869;24.290;35.632,25
20.06.2021;00:00;00:00;96.310;52.834,75;62.014;233.050,75;212.319,75;3.176;152.507,5;210.594,25;52.031,5;73.205,5;22.558,75;35.348,5
21.06.2021;00:00;00:00;97.333;55.091,25;68.979,25;228.917,75;238.104;3.157,75;155.949;315.926,25;94.314,25;132.313,25;19.127,25;35.168,5
22.06.2021;00:00;00:00;99.072,25;54.488,75;63.929,75;117.300,25;172.924;3.205,25;158.391;321.049;135.242;185.470,25;23.319,75;35.269,5
23.06.2021;00:00;00:00;99.265,75;54.345,25;17.257,5;48.628,75;192.188,75;3.223,75;158.545;322.747,5;177.289,25;196.523;24.221,5;33.882
24.06.2021;00:00;00:00;99.178;56.799,75;2.619,5;36.722,75;162.595;3.231,75;158.738,75;312.428,25;163.021,75;212.009,5;29.117;34.149,75
25.06.2021;00:00;00:00;100.586;55.547,75;9.443,25;29.582,25;192.860,75;3.342,5;158.827,25;316.820,75;148.153,75;189.749,75;18.083,25;32.132,75
26.06.2021;00:00;00:00;100.190,25;57.296,25;3.068;20.840,5;259.151,25;3.336,5;157.448,5;274.954;91.412;105.538,75;16.899,25;32.659
27.06.2021;00:00;00:00;99.544,75;56.545,75;6.805,5;67.470,25;272.776;3.306,5;156.659;232.839;59.995;78.685;16.287,25;33.028,5
28.06.2021;00:00;00:00;98.375,5;57.509,25;37.625,75;67.231,5;255.898,25;3.415;154.914;300.490;152.076,25;164.848,25;24.890,25;31.289
29.06.2021;00:00;00:00;97.960;57.317,75;90.585;92.519,5;181.499,25;3.575,25;155.581,5;307.850,75;147.193,5;182.187,5;29.387,75;31.911,5
30.06.2021;00:00;00:00;99.782,25;56.570,5;43.787;163.179,5;137.653,25;3.253,25;156.604,75;301.993;145.966,25;176.310;22.107,75;33.519,25
01.07.2021;00:00;00:00;104.396;58.614,25;35.593,75;244.638,5;101.094,25;3.344;158.849,75;293.254,5;128.460,75;166.699;18.977,75;33.322,75
02.07.2021;00:00;00:00;104.543,25;55.905,75;16.882,25;114.295,25;201.914,75;3.339,5;158.844,25;293.136,5;127.771,75;181.388,5;17.359,5;32.366
03.07.2021;00:00;00:00;103.466;53.440,75;4.508,5;41.363,5;268.700;3.318,5;157.272,75;283.032;104.556,5;98.396;14.040;34.362
04.07.2021;00:00;00:00;103.349,75;52.286,5;4.604,25;52.755,75;204.888;3.336;157.263,5;277.325,5;99.570;91.094,75;10.913,5;35.359,5
05.07.2021;00:00;00:00;103.993,5;54.967,25;16.003;111.833,75;173.849,25;3.320,75;158.475,25;280.414;155.645,75;147.704,25;28.333,5;36.331,5
06.07.2021;00:00;00:00;102.756;54.803,5;91.062,75;319.420,75;206.066,5;3.272;154.419,25;256.723,75;111.162;89.437,25;11.098,5;36.621,75
07.07.2021;00:00;00:00;103.318,5;54.273,25;68.970,5;110.668,75;170.532,25;3.296;155.463,25;273.744;166.372,5;140.517,25;21.440,5;30.847,25
08.07.2021;00:00;00:00;103.377,5;55.764;12.943,25;50.344,25;128.763,25;3.339;157.689,75;279.495;194.478,75;175.516,5;34.091,75;29.297,25
